,CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,NOMBRE_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,CASILLA,NUM_ACTA_IMPRESO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,CI,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PVEM-PT-MORENA,PVEM-PT,PVEM-MORENA,PT-MORENA,CANDIDATO/A NO REGISTRADO/A,VOTOS NULOS,TOTAL_VOTOS_CALCULADOS,LISTA_NOMINAL_CASILLA,OBSERVACIONES,MECANISMOS_TRASLADO,FECHA_HORA
36127,'092285B0100',092285B010039858,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2285,1,B,0,Urbana,2,20,15,7,14,3,4,82,0,0,2,0,0,0,0,0,0,0,0,0,0,8,155,344,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:51
36128,'092286B0100',092286B010039859,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2286,1,B,0,Urbana,2,32,31,7,8,9,10,169,9,4,3,0,1,0,0,0,0,0,0,0,0,13,296,694,Recuento (Para recuento (SRA)),I-D,10/06/2021 01:06:07
36129,'092286C0100',092286C010041609,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2286,1,C,0,Urbana,2,37,19,9,16,8,7,156,17,1,10,0,0,0,0,0,0,0,0,0,1,16,297,694,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:53
36130,'092287B0100',092287B010039860,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2287,1,B,0,Urbana,2,21,22,1,6,6,8,122,7,2,1,0,0,0,0,0,0,0,0,0,1,12,209,512,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:28
36131,'092287C0200',092287C020043584,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2287,2,C,0,Urbana,2,23,14,11,5,1,4,126,4,1,6,0,1,1,0,0,0,0,0,0,1,8,206,511,Recuento (Para recuento (SRA)),I-D,09/06/2021 17:06:53
36132,'092287C0100',092287C010043582,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2287,1,C,0,Urbana,2,29,35,6,12,3,5,98,6,4,6,0,0,0,0,0,0,0,0,0,0,10,214,511,Recuento (Para recuento (SRA)),I-D,09/06/2021 16:06:06
36133,'092288B0100',092288B010039861,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2288,1,B,0,Urbana,2,34,29,6,11,13,6,123,6,5,2,0,2,0,0,0,0,0,0,0,0,11,248,542,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:00
36134,'092288C0100',092288C010043585,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2288,1,C,0,Urbana,2,38,18,10,13,10,7,119,4,2,4,0,0,0,0,0,0,0,0,0,0,9,234,542,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:53
36135,'092288C0200',092288C020043588,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2288,2,C,0,Urbana,2,33,35,11,13,6,3,116,13,2,7,0,0,0,0,0,0,0,0,0,0,5,244,541,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:29
36136,'092289B0100',092289B010039862,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2289,1,B,0,Urbana,2,32,27,12,7,11,6,160,11,3,8,0,0,0,0,0,0,0,0,0,0,7,284,652,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:02
36137,'092289C0100',092289C010043592,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2289,1,C,0,Urbana,2,22,19,19,16,18,9,151,7,1,4,0,1,1,0,0,0,0,0,0,0,17,285,651,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:05
36138,'092289C0200',092289C020043594,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2289,2,C,0,Urbana,2,22,23,11,9,13,6,149,6,1,3,0,3,0,0,0,0,0,0,0,0,4,250,651,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:03
36139,'092290B0100',092290B010039863,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2290,1,B,0,Urbana,2,50,34,16,6,7,6,116,4,2,0,0,2,0,0,0,0,0,0,0,0,6,249,553,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:48
36140,'092290C0100',092290C010043595,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2290,1,C,0,Urbana,2,26,26,12,5,4,6,101,5,0,2,0,2,0,0,0,0,0,0,0,1,10,200,553,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:27
36141,'092290C0200',092290C020043597,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2290,2,C,0,Urbana,2,25,31,13,8,5,5,106,9,2,3,0,0,0,0,0,0,0,0,0,0,11,218,552,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:57
36142,'092293B0100',092293B010039864,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2293,1,B,0,Urbana,2,43,33,12,11,4,4,120,16,1,8,0,0,0,0,0,0,0,0,0,0,6,258,549,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:44
36143,'092293C0100',092293C010043599,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2293,1,C,0,Urbana,2,48,39,13,13,6,6,123,6,2,2,0,0,0,0,0,0,0,0,0,0,7,265,549,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:17
36144,'092293C0200',092293C020043600,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2293,2,C,0,Urbana,2,28,43,8,12,7,6,112,3,1,5,0,0,0,1,0,0,0,0,0,0,7,233,549,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:11
36145,'092294B0100',092294B010039865,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2294,1,B,0,Urbana,2,36,23,7,7,7,3,133,10,3,10,0,1,0,0,1,0,0,0,0,0,6,247,508,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:51
36146,'092294C0100',092294C010041234,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2294,1,C,0,Urbana,2,26,31,9,16,10,9,112,9,2,6,0,1,1,0,0,0,0,0,0,1,17,250,507,Cotejo (Levantada en Casilla),I-D,09/06/2021 13:06:28
36147,'092294C0200',092294C020041237,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2294,2,C,0,Urbana,2,29,29,12,9,4,5,94,8,0,0,0,0,1,0,0,0,0,0,0,0,11,202,507,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:47
36148,'092295B0100',092295B010039866,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2295,1,B,0,Urbana,2,43,47,12,17,5,7,157,13,1,3,0,1,0,0,0,0,0,0,0,0,15,321,699,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:51
36149,'092295C0100',092295C010041195,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2295,1,C,0,Urbana,2,31,52,10,5,9,20,154,15,1,5,0,2,0,0,0,0,0,0,0,0,8,312,699,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:49
36150,'092296B0100',092296B010039867,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2296,1,B,0,Urbana,2,32,35,16,10,4,13,146,3,1,7,0,3,0,0,0,0,0,0,0,0,13,283,570,Recuento (Para recuento (SRA)),I-D,09/06/2021 17:06:39
36151,'092296C0100',092296C010041197,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2296,1,C,0,Urbana,2,33,40,23,9,4,5,135,5,2,2,0,7,0,0,0,0,0,0,0,0,10,275,569,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:02
36152,'092297B0100',092297B010039868,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2297,1,B,0,Urbana,2,36,41,13,15,10,10,138,4,1,5,0,3,0,0,0,0,0,0,0,1,9,286,630,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:58
36153,'092297C0100',092297C010041439,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2297,1,C,0,Urbana,2,31,40,11,16,6,9,108,8,1,10,0,5,0,0,2,0,0,0,0,0,7,254,629,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:37
36154,'092298B0100',092298B010039869,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2298,1,B,0,Urbana,2,36,51,11,14,8,6,105,3,1,4,0,2,0,0,1,0,0,0,0,0,10,252,574,Recuento (Para recuento (SRA)),I-D,10/06/2021 00:06:59
36155,'092298C0100',092298C010041613,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2298,1,C,0,Urbana,2,36,37,14,20,3,5,124,3,3,3,0,0,0,0,0,0,0,0,0,2,7,257,574,Recuento (Para recuento (SRA)),I-D,10/06/2021 01:06:40
36156,'092298C0200',092298C020041442,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2298,2,C,0,Urbana,2,33,35,6,21,3,3,105,5,5,8,0,3,1,1,0,0,0,0,0,0,8,237,574,Recuento (Para recuento (SRA)),I-D,09/06/2021 18:06:59
36157,'092299B0100',092299B010039870,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2299,1,B,0,Urbana,2,45,31,12,6,6,4,131,2,1,4,0,2,1,0,0,0,0,0,0,0,7,252,534,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:32
36158,'092299C0100',092299C010041614,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2299,1,C,0,Urbana,2,54,37,14,20,3,9,118,3,2,5,0,3,0,0,0,0,0,0,0,1,9,278,534,Recuento (Para recuento (SRA)),I-D,10/06/2021 00:06:40
36159,'092300B0100',092300B010039871,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2300,1,B,0,Urbana,2,104,50,4,4,6,6,78,3,2,5,0,2,0,0,0,0,0,0,0,0,7,271,415,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:07
36160,'092300C0100',092300C010041617,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2300,1,C,0,Urbana,2,106,42,15,6,4,5,77,5,1,4,0,6,1,0,0,0,0,0,0,0,6,278,415,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:29
36161,'092301B0100',092301B010040033,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2301,1,B,0,Urbana,2,115,75,25,9,5,8,125,4,1,11,0,0,0,0,0,0,0,0,0,0,12,390,697,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:43
36162,'092301C0100',092301C010041620,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2301,1,C,0,Urbana,2,113,63,21,5,10,12,154,3,5,10,0,8,1,0,0,0,0,0,0,1,8,414,696,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:42
36163,'092302B0100',092302B010040034,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2302,1,B,0,Urbana,2,118,65,22,15,6,15,132,6,4,13,0,7,2,0,0,0,0,0,0,0,10,415,696,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:38
36164,'092302C0100',092302C010041781,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2302,1,C,0,Urbana,2,94,70,23,12,8,13,146,4,1,1,0,6,2,0,0,0,0,0,0,1,19,400,695,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:35
36165,'092303B0100',092303B010040249,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2303,1,B,0,Urbana,2,99,72,23,9,1,8,120,9,1,1,0,4,0,1,0,0,0,0,0,1,17,366,618,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:11
36166,'092303C0100',092303C010041783,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2303,1,C,0,Urbana,2,113,65,15,9,7,15,115,5,1,4,0,8,0,0,0,0,0,0,0,0,17,374,618,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:49
36167,'092304B0100',092304B010040250,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2304,1,B,0,Urbana,2,83,58,10,11,7,5,121,4,1,3,0,4,0,1,1,0,0,0,0,0,10,319,584,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:42
36168,'092304C0100',092304C010041201,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2304,1,C,0,Urbana,2,92,59,25,11,3,6,109,8,6,3,0,2,0,0,0,0,0,0,0,1,6,331,584,Recuento (Para recuento (SRA)),I-D,09/06/2021 21:06:13
36169,'092305B0100',092305B010040251,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2305,1,B,0,Urbana,2,81,46,12,7,3,8,126,2,1,10,0,4,0,1,0,0,0,0,0,0,16,317,553,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:35
36170,'092305C0100',092305C010041203,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2305,1,C,0,Urbana,2,80,55,12,6,5,11,124,4,1,3,0,5,2,0,0,0,0,0,0,3,9,320,553,Recuento (Para recuento (SRA)),I-D,09/06/2021 18:06:20
36171,'092306B0100',092306B010040252,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2306,1,B,0,Urbana,2,111,57,27,11,7,8,172,5,2,3,0,5,0,0,0,0,0,0,0,2,10,420,712,Recuento (Para recuento (SRA)),I-D,10/06/2021 00:06:00
36172,'092306C0100',092306C010041784,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2306,1,C,0,Urbana,2,102,63,31,17,10,10,169,6,2,4,0,4,0,0,0,0,0,0,0,1,11,430,711,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:51
36173,'092307B0100',092307B010040253,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2307,1,B,0,Urbana,2,75,31,21,10,10,11,158,4,2,9,0,3,0,0,0,0,0,0,0,0,10,344,650,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:52
36174,'092308B0100',092308B010040254,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2308,1,B,0,Urbana,2,71,40,10,7,3,9,100,7,0,5,0,2,1,0,0,0,0,0,0,0,7,262,441,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:47
36175,'092308C0100',092308C010041207,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2308,1,C,0,Urbana,2,75,26,11,6,6,11,102,6,1,1,0,3,0,0,0,0,0,0,0,0,10,258,441,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:35
36176,'092309B0100',092309B010040255,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2309,1,B,0,Urbana,2,116,76,12,7,7,13,90,5,3,3,0,7,0,0,0,0,0,0,0,0,8,347,583,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:43
36177,'092309C0100',092309C010041209,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2309,1,C,0,Urbana,2,151,41,11,6,6,13,102,4,2,5,0,11,0,0,0,0,0,0,0,1,4,357,582,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:29
36178,'092309C0200',092309C020041211,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2309,2,C,0,Urbana,2,135,65,19,4,10,15,88,4,1,3,0,2,1,0,0,0,0,0,0,1,8,356,582,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:11
36179,'092310B0100',092310B010040256,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2310,1,B,0,Urbana,2,152,75,12,4,1,15,128,5,3,10,0,5,0,0,0,0,0,0,0,0,13,423,632,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:25
36180,'092310C0100',092310C010041213,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2310,1,C,0,Urbana,2,143,70,10,5,6,17,147,5,1,7,0,4,0,0,0,0,0,0,0,0,11,426,631,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:11
36181,'092311B0100',092311B010040257,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2311,1,B,0,Urbana,2,52,28,17,3,4,7,109,4,2,4,0,5,0,2,0,0,0,0,0,0,4,241,464,Recuento (Para recuento (SRA)),I-D,10/06/2021 00:06:20
36182,'092311C0100',092311C010041787,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2311,1,C,0,Urbana,2,46,29,23,5,3,12,103,4,0,5,0,2,0,2,0,0,0,0,0,0,8,242,464,Recuento (Para recuento (SRA)),I-D,10/06/2021 00:06:44
36183,'092313B0100',092313B010040258,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2313,1,B,0,Urbana,2,69,33,10,4,7,12,174,7,2,12,0,5,0,1,0,0,0,0,0,0,14,350,676,Recuento (Para recuento (SRA)),I-D,10/06/2021 00:06:22
36184,'092313C0100',092313C010041790,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2313,1,C,0,Urbana,2,64,48,18,9,7,10,190,2,3,6,0,5,2,0,0,0,0,0,0,0,10,374,676,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:48
36185,'092314B0100',092314B010040259,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2314,1,B,0,Urbana,2,48,37,2,3,1,12,84,6,1,1,0,2,2,1,0,0,0,0,0,0,10,210,431,Recuento (Para recuento (SRA)),I-D,10/06/2021 00:06:48
36186,'092314C0100',092314C010041076,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2314,1,C,0,Urbana,2,50,41,10,2,4,6,89,3,1,5,0,2,0,0,0,0,0,0,0,0,4,217,431,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:27
36187,'092315B0100',092315B010040260,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2315,1,B,0,Urbana,2,51,48,26,13,4,5,139,5,1,3,0,15,0,0,0,0,0,0,0,0,13,323,588,Recuento (Para recuento (SRA)),I-D,10/06/2021 01:06:16
36188,'092315C0100',092315C010041792,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2315,1,C,0,Urbana,2,57,59,22,18,6,8,128,6,3,9,0,4,1,0,1,0,0,0,0,0,8,330,588,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:26
36189,'092316B0100',092316B010040261,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2316,1,B,0,Urbana,2,39,42,17,8,6,9,129,3,1,6,0,1,0,0,1,0,0,0,0,2,6,270,538,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:02
36190,'092316C0100',092316C010042139,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2316,1,C,0,Urbana,2,44,35,8,12,4,9,125,9,0,1,0,4,0,0,0,0,0,0,0,0,4,255,538,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:36
36191,'092316C0200',092316C020041291,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2316,2,C,0,Urbana,2,31,33,15,10,10,9,118,4,0,8,0,1,1,0,0,0,0,0,0,0,10,250,538,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:13
36192,'092317B0100',092317B010040262,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2317,1,B,0,Urbana,2,63,36,6,15,5,7,132,9,1,6,0,3,0,0,0,0,0,0,0,0,9,292,581,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:05
36193,'092317C0100',092317C010041794,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2317,1,C,0,Urbana,2,59,41,13,18,8,11,134,10,1,11,0,3,0,0,0,0,0,0,0,0,6,315,580,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:41
36194,'092318B0100',092318B010040263,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2318,1,B,0,Urbana,2,29,39,6,11,6,6,127,3,2,5,0,1,0,0,0,0,0,0,0,0,15,250,449,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:16
36195,'092318C0100',092318C010042147,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2318,1,C,0,Urbana,2,39,37,13,3,6,5,113,0,5,5,0,3,1,0,1,0,0,0,0,0,9,240,449,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:55
36196,'092319B0100',092319B010040264,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2319,1,B,0,Urbana,2,39,28,16,3,5,8,131,1,2,9,0,3,0,0,0,0,0,0,0,0,3,248,458,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:29
36197,'092319C0100',092319C010041293,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2319,1,C,0,Urbana,2,36,30,14,8,3,6,115,8,3,1,0,1,0,0,0,0,0,0,0,1,9,235,458,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:16
36198,'092320B0100',092320B010040265,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2320,1,B,0,Urbana,2,40,49,18,9,4,3,125,5,0,7,0,3,0,0,0,0,0,0,0,0,10,273,535,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:47
36199,'092320C0100',092320C010041796,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2320,1,C,0,Urbana,2,31,39,10,10,5,9,134,3,2,3,0,2,0,0,0,0,0,0,0,0,7,255,534,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:27
36200,'092320C0200',092320C020041799,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2320,2,C,0,Urbana,2,23,31,10,10,8,5,125,8,1,1,0,4,0,1,0,0,0,0,0,0,7,234,534,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:04
36201,'092321B0100',092321B010040266,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2321,1,B,0,Urbana,2,55,48,22,7,12,10,195,2,3,7,0,4,0,0,1,0,0,0,0,0,8,374,711,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:41
36202,'092321C0100',092321C010031012,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2321,1,C,0,Urbana,2,43,49,22,11,9,7,182,4,1,10,0,5,1,0,1,0,0,0,0,0,15,360,710,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:19
36203,'092326B0100',092326B010040267,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2326,1,B,0,Urbana,2,43,49,9,5,7,9,135,3,2,4,0,0,1,0,0,0,0,0,0,0,9,276,582,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:57
36204,'092326C0100',092326C010041802,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2326,1,C,0,Urbana,2,42,28,9,7,14,8,149,8,1,1,0,1,1,0,0,0,0,0,0,0,3,272,582,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:32
36205,'092326C0200',092326C020041804,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2326,2,C,0,Urbana,2,50,57,9,7,9,8,141,4,1,3,0,1,1,0,0,0,0,0,0,0,2,293,582,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:33
36206,'092331B0100',092331B010040268,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2331,1,B,0,Urbana,2,48,52,28,9,12,4,138,5,3,1,0,4,0,1,0,0,0,0,0,2,8,315,548,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:40
36207,'092331C0100',092331C010029633,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2331,1,C,0,Urbana,2,47,34,28,11,10,4,128,6,0,7,0,1,0,0,0,0,0,0,0,2,12,290,548,Recuento (Para recuento (SRA)),I-D,09/06/2021 12:06:40
36208,'092332B0100',092332B010040269,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2332,1,B,0,Urbana,2,25,31,9,9,3,6,104,1,1,2,0,1,1,0,0,0,0,0,0,0,11,204,376,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:00
36209,'092332C0100',092332C010044161,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2332,1,C,0,Urbana,2,24,36,17,5,4,3,88,1,3,2,0,2,0,0,0,0,0,0,0,0,7,192,375,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:55
36210,'092333B0100',092333B010040270,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2333,1,B,0,Urbana,2,40,36,8,3,4,7,114,5,2,3,0,6,1,0,0,0,0,0,0,0,9,238,472,Cotejo (Levantada en Casilla),I-D,09/06/2021 14:06:31
36211,'092333C0100',092333C010040403,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2333,1,C,0,Urbana,2,36,29,9,8,3,6,117,4,1,5,0,1,0,0,0,0,0,0,0,0,9,228,471,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:17
36212,'092334B0100',092334B010040271,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2334,1,B,0,Urbana,2,32,30,12,13,9,4,106,3,2,1,0,0,0,0,0,0,0,0,0,0,13,225,424,Recuento (Para recuento (SRA)),I-D,09/06/2021 13:06:37
36213,'092334C0100',092334C010040412,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2334,1,C,0,Urbana,2,37,25,14,3,8,7,103,2,2,1,0,0,0,0,0,0,0,0,0,1,9,212,423,Recuento (Para recuento (SRA)),I-D,09/06/2021 13:06:36
36214,'092335B0100',092335B010040272,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2335,1,B,0,Urbana,2,63,69,12,11,8,10,162,8,7,14,0,2,0,0,0,0,0,0,0,0,16,382,714,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:06
36215,'092501B0100',092501B010040273,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2501,1,B,0,Urbana,2,33,27,21,12,9,16,120,1,0,7,0,3,1,1,0,0,0,0,0,1,4,256,537,Recuento (Para recuento (SRA)),I-D,09/06/2021 13:06:55
36216,'092501C0100',092501C010043758,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2501,1,C,0,Urbana,2,34,29,23,12,3,10,133,10,0,6,0,3,2,0,0,0,0,0,0,0,8,273,536,Recuento (Para recuento (SRA)),I-D,09/06/2021 13:06:53
36217,'092501C0200',092501C020043760,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2501,2,C,0,Urbana,2,34,32,18,18,5,12,131,11,1,11,0,3,0,0,0,0,0,0,0,1,11,288,536,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:02
36218,'092502B0100',092502B010040274,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2502,1,B,0,Urbana,2,54,25,15,16,6,16,165,17,5,7,0,3,0,2,0,0,0,0,0,0,12,343,725,Recuento (Para recuento (SRA)),I-D,09/06/2021 13:06:36
36219,'092502C0100',092502C010041808,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2502,1,C,0,Urbana,2,45,54,18,21,4,10,178,18,1,6,0,3,0,0,0,0,0,0,0,0,11,369,725,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:03
36220,'092503B0100',092503B010040275,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2503,1,B,0,Urbana,2,44,42,14,9,7,9,117,9,2,8,0,3,0,0,0,0,0,0,0,1,10,275,547,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:16
36221,'092504B0100',092504B010040276,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2504,1,B,0,Urbana,2,50,44,16,43,5,14,156,4,2,6,0,0,0,0,0,0,0,0,0,2,7,349,686,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:50
36222,'092504C0100',092504C010041811,9,CIUDAD DE MÉXICO,19,IZTAPALAPA,2504,1,C,0,Urbana,2,41,30,12,34,8,10,139,4,2,7,0,2,0,0,0,0,0,0,0,0,14,303,685,Cotejo (Levantada en Casilla),I-D,09/06/2021 16:06:47
